Geneid,Entity,Symbol,0_R1,0_R2,0_R3,6_R1,6_R2,6_R3,12_R1,12_R2,12_R3,18_R1,18_R2,18_R3
gene-PA5483,host,algB,682.0,1650.0,853.0,420.0,1057.0,405.0,308.0,403.0,486.0,372.0,492.0,907.0
gene-PA0232,host,pcaC,125.0,376.0,216.0,80.0,250.0,73.0,37.0,113.0,69.0,28.0,75.0,63.0
gene-PA0615,host,gene-PA0615,739.0,659.0,1671.0,446.0,529.0,1453.0,278.0,292.0,1375.0,334.0,431.0,1423.0
gene-PA3466,host,gene-PA3466,879.0,1462.0,1293.0,1025.0,2358.0,1848.0,1085.0,1555.0,1588.0,885.0,1334.0,1466.0
gene-PA2509,host,catB,23.0,51.0,45.0,24.0,41.0,21.0,12.0,23.0,13.0,12.0,19.0,14.0
gene-PA3998,host,gene-PA3998,1781.0,1499.0,1869.0,1529.0,2044.0,1513.0,1347.0,1625.0,1889.0,1406.0,1607.0,2053.0
gene-PA0353,host,ilvD,,,,1579.0,,,1260.0,2544.0,,1354.0,2275.0,
gene-PA2688,host,pfeA,79.0,179.0,122.0,55.0,89.0,39.0,70.0,56.0,60.0,67.0,79.0,101.0
gene-PA5173,host,arcC,,,,,,,,,,,,
gene-PA1479,host,ccmE,1535.0,1249.0,900.0,1365.0,2006.0,1572.0,1166.0,1532.0,957.0,1087.0,1389.0,1123.0
gene-phiYY_sM5,phage,gene-phiYY_sM5,0.0,0.0,0.0,,,,,1867.0,,,,
gene-PA1793,host,ppiB,,2171.0,,1771.0,3921.0,,,2343.0,,,,
gene-PA4152,host,gene-PA4152,61.0,251.0,54.0,57.0,170.0,39.0,31.0,48.0,36.0,27.0,43.0,33.0
gene-PA5109,host,gene-PA5109,1196.0,1785.0,1422.0,1013.0,2211.0,1467.0,623.0,1255.0,1002.0,726.0,1022.0,943.0
gene-PA2490,host,gene-PA2490,388.0,354.0,297.0,291.0,331.0,224.0,109.0,142.0,102.0,118.0,105.0,68.0
gene-PA0764,host,mucB,,,,,,,,,,,,
gene-PA4923,host,gene-PA4923,382.0,438.0,442.0,359.0,928.0,818.0,314.0,501.0,469.0,393.0,499.0,578.0
gene-PA4746,host,gene-PA4746,1616.0,2403.0,2145.0,,,,,,2008.0,,2250.0,
gene-PA0982,host,gene-PA0982,171.0,483.0,352.0,139.0,218.0,114.0,78.0,117.0,127.0,121.0,120.0,102.0
gene-PA0779,host,gene-PA0779,,,,,,1476.0,549.0,,498.0,706.0,,760.0
gene-PA0257,host,gene-PA0257,283.0,771.0,418.0,150.0,291.0,172.0,132.0,163.0,133.0,119.0,223.0,134.0
gene-PA0289,host,gpuR,215.0,673.0,361.0,70.0,195.0,134.0,69.0,106.0,205.0,82.0,192.0,125.0
gene-PA1134,host,gene-PA1134,84.0,75.0,55.0,75.0,164.0,107.0,58.0,159.0,75.0,73.0,75.0,82.0
gene-PA1533,host,gene-PA1533,1767.0,1070.0,1752.0,1111.0,2046.0,2104.0,1400.0,1663.0,1802.0,1484.0,2050.0,
gene-PA2005,host,gene-PA2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gene-PA1687,host,speE,445.0,489.0,492.0,591.0,2104.0,1485.0,826.0,1200.0,700.0,907.0,1122.0,1167.0
gene-PA5388,host,gene-PA5388,30.0,56.0,47.0,12.0,27.0,25.0,11.0,17.0,23.0,17.0,35.0,21.0
gene-PA3993,host,gene-PA3993,155.0,315.0,274.0,167.0,411.0,313.0,122.0,284.0,211.0,111.0,195.0,192.0
gene-PA1063,host,gene-PA1063,320.0,1111.0,378.0,343.0,995.0,408.0,207.0,597.0,314.0,194.0,374.0,279.0
gene-PA2720,host,gene-PA2720,238.0,300.0,259.0,223.0,636.0,337.0,210.0,348.0,319.0,223.0,309.0,273.0
gene-PA0504,host,bioD,49.0,125.0,71.0,60.0,164.0,91.0,39.0,97.0,72.0,43.0,79.0,97.0
gene-PA0598,host,gene-PA0598,646.0,1824.0,1330.0,1077.0,1890.0,678.0,446.0,826.0,524.0,497.0,544.0,499.0
gene-PA1424a,host,gene-PA1424a,143.0,272.0,322.0,85.0,248.0,140.0,79.0,111.0,167.0,95.0,135.0,120.0
gene-PA0399,host,gene-PA0399,676.0,1019.0,905.0,437.0,997.0,800.0,392.0,621.0,686.0,414.0,673.0,565.0
gene-PA3511,host,gene-PA3511,25.0,39.0,27.0,13.0,42.0,29.0,8.0,16.0,37.0,6.0,13.0,24.0
gene-PA4168,host,fpvB,295.0,740.0,497.0,190.0,297.0,179.0,113.0,159.0,222.0,157.0,224.0,194.0
gene-PA4908,host,gene-PA4908,38.0,94.0,44.0,31.0,66.0,16.0,13.0,35.0,25.0,12.0,31.0,20.0
gene-PA2671,host,gene-PA2671,50.0,85.0,45.0,45.0,103.0,45.0,40.0,43.0,38.0,27.0,50.0,42.0
gene-PA2767,host,gene-PA2767,61.0,144.0,59.0,56.0,116.0,105.0,53.0,97.0,48.0,72.0,113.0,116.0
gene-PA1313,host,gene-PA1313,49.0,107.0,56.0,33.0,80.0,42.0,24.0,49.0,30.0,11.0,40.0,38.0
gene-PA2613,host,gene-PA2613,1826.0,2534.0,2319.0,,3254.0,2522.0,1338.0,,2013.0,1367.0,2187.0,2236.0
gene-PA0454,host,gene-PA0454,421.0,952.0,650.0,288.0,786.0,510.0,211.0,561.0,489.0,275.0,504.0,400.0
gene-PA1353,host,gene-PA1353,42.0,52.0,19.0,17.0,39.0,15.0,14.0,8.0,17.0,11.0,14.0,26.0
gene-PA1790,host,gene-PA1790,449.0,355.0,443.0,464.0,917.0,550.0,313.0,594.0,358.0,430.0,452.0,506.0
gene-PA1974,host,gene-PA1974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gene-PA0515,host,gene-PA0515,920.0,1648.0,,854.0,1103.0,2009.0,370.0,512.0,871.0,939.0,738.0,744.0
gene-PA3832,host,holC,920.0,1240.0,773.0,513.0,1343.0,864.0,452.0,723.0,744.0,529.0,746.0,799.0
gene-PA2745,host,gene-PA2745,149.0,273.0,215.0,149.0,321.0,216.0,158.0,176.0,180.0,217.0,189.0,214.0
gene-PA2407,host,gene-PA2407,42.0,51.0,82.0,34.0,69.0,203.0,53.0,45.0,401.0,57.0,68.0,583.0
gene-PA2642,host,nuoG,,,,,,,,,,,,
gene-PA4529,host,coaE,1187.0,1854.0,1602.0,,3144.0,1743.0,1228.0,2524.0,1332.0,1093.0,1333.0,1530.0
gene-PA0048,host,gene-PA0048,106.0,168.0,137.0,78.0,220.0,368.0,316.0,216.0,508.0,285.0,426.0,891.0
gene-PA3509,host,gene-PA3509,33.0,98.0,56.0,26.0,87.0,56.0,18.0,33.0,50.0,23.0,21.0,44.0
gene-PA1535,host,gene-PA1535,240.0,592.0,164.0,251.0,353.0,352.0,253.0,389.0,288.0,272.0,388.0,372.0
gene-PA3990,host,gene-PA3990,35.0,44.0,55.0,41.0,73.0,62.0,35.0,66.0,33.0,22.0,35.0,58.0
gene-PA1208,host,gene-PA1208,160.0,398.0,301.0,131.0,347.0,251.0,92.0,208.0,199.0,144.0,205.0,260.0
gene-PA3376,host,gene-PA3376,30.0,51.0,43.0,25.0,26.0,17.0,16.0,31.0,30.0,17.0,26.0,20.0
gene-PA2369,host,gene-PA2369,72.0,106.0,55.0,50.0,93.0,26.0,22.0,32.0,21.0,34.0,31.0,32.0
gene-PA2574,host,alkB1,123.0,261.0,167.0,79.0,109.0,53.0,35.0,72.0,57.0,45.0,65.0,48.0
gene-PA1306,host,gene-PA1306,434.0,1081.0,1005.0,398.0,921.0,672.0,296.0,577.0,703.0,322.0,526.0,545.0
gene-PA4877,host,gene-PA4877,189.0,561.0,446.0,87.0,239.0,71.0,42.0,76.0,89.0,81.0,99.0,101.0
gene-PA2766,host,gene-PA2766,88.0,151.0,107.0,48.0,152.0,80.0,45.0,70.0,106.0,60.0,98.0,73.0
gene-PA4438,host,gene-PA4438,912.0,1101.0,1199.0,1707.0,,,,,2080.0,,1982.0,
gene-PA3829,host,gene-PA3829,161.0,359.0,290.0,113.0,190.0,114.0,77.0,111.0,132.0,73.0,126.0,86.0
gene-PA4532,host,gene-PA4532,477.0,372.0,432.0,417.0,608.0,420.0,242.0,362.0,294.0,268.0,304.0,310.0
gene-PA2000,host,dhcB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gene-PA0426,host,mexB,,,,,,,,,,,,
gene-PA1386,host,gene-PA1386,77.0,233.0,111.0,81.0,195.0,90.0,51.0,103.0,44.0,55.0,53.0,69.0
gene-PA5228,host,gene-PA5228,1898.0,,2652.0,,3120.0,1729.0,1108.0,1758.0,1293.0,1175.0,1450.0,1182.0
gene-PA0339,host,gene-PA0339,332.0,576.0,433.0,176.0,456.0,268.0,153.0,243.0,331.0,169.0,296.0,230.0
gene-PA2594,host,gene-PA2594,133.0,150.0,144.0,147.0,282.0,144.0,93.0,162.0,155.0,97.0,139.0,138.0
gene-PA3531,host,bfrB,,,,,,,,1635.0,2062.0,,,1566.0
gene-PA2484,host,gene-PA2484,498.0,833.0,739.0,384.0,598.0,302.0,296.0,373.0,279.0,282.0,409.0,245.0
gene-PA4758,host,carA,,,,,,,,,,,,
gene-PA0277,host,gene-PA0277,284.0,462.0,295.0,283.0,626.0,1229.0,855.0,601.0,799.0,889.0,1202.0,2052.0
gene-PA3783,host,gene-PA3783,228.0,347.0,367.0,170.0,294.0,185.0,70.0,128.0,140.0,62.0,104.0,174.0
gene-PA5271,host,gene-PA5271,785.0,1158.0,1141.0,301.0,763.0,244.0,200.0,387.0,325.0,287.0,477.0,206.0
gene-PA3785,host,gene-PA3785,570.0,879.0,645.0,317.0,643.0,455.0,200.0,364.0,436.0,266.0,308.0,436.0
gene-PA5285,host,gene-PA5285,1199.0,1017.0,974.0,620.0,2199.0,1993.0,1208.0,1454.0,1055.0,1564.0,1889.0,2035.0
gene-PA1615,host,gene-PA1615,525.0,921.0,679.0,583.0,1106.0,688.0,341.0,588.0,538.0,373.0,525.0,540.0
gene-PA3021,host,gene-PA3021,625.0,847.0,440.0,474.0,853.0,753.0,464.0,711.0,652.0,436.0,724.0,949.0
gene-PA2279,host,arsC,86.0,107.0,77.0,89.0,173.0,138.0,76.0,92.0,126.0,63.0,133.0,112.0
gene-PA5350,host,rubA2,235.0,726.0,603.0,169.0,478.0,407.0,179.0,333.0,327.0,155.0,326.0,373.0
gene-PA5348,host,gene-PA5348,1021.0,1600.0,1198.0,578.0,1591.0,955.0,447.0,579.0,691.0,621.0,739.0,575.0
gene-PA5386,host,cdhA,32.0,30.0,26.0,15.0,56.0,29.0,21.0,26.0,16.0,14.0,33.0,21.0
gene-PA5452,host,wbpW,292.0,1073.0,707.0,394.0,677.0,525.0,160.0,409.0,463.0,192.0,389.0,866.0
gene-PA2870,host,gene-PA2870,254.0,490.0,342.0,270.0,411.0,312.0,205.0,544.0,354.0,227.0,322.0,320.0
gene-PA2943,host,gene-PA2943,266.0,254.0,181.0,223.0,345.0,234.0,191.0,307.0,234.0,267.0,371.0,345.0
gene-PA1923,host,gene-PA1923,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gene-PA0441,host,dht,125.0,447.0,175.0,69.0,130.0,71.0,46.0,45.0,84.0,84.0,126.0,52.0
gene-PA1013,host,purC,,2712.0,2788.0,,,,,,,,,
gene-PA4952,host,gene-PA4952,1054.0,1764.0,1337.0,1230.0,2513.0,1440.0,939.0,1438.0,895.0,898.0,1150.0,1043.0
gene-PA0266,host,gene-PA0266,,,,,,,,,,,,
gene-PA3562,host,fruI,317.0,500.0,1281.0,478.0,454.0,881.0,1009.0,840.0,1063.0,985.0,1683.0,
gene-PA4470,host,fumC1,102.0,311.0,268.0,67.0,343.0,120.0,93.0,154.0,296.0,72.0,185.0,205.0
gene-PA2685,host,gene-PA2685,594.0,555.0,497.0,655.0,1221.0,1800.0,861.0,1264.0,1730.0,667.0,1467.0,
gene-PA3546,host,algX,39.0,44.0,38.0,16.0,41.0,10.0,9.0,27.0,16.0,21.0,17.0,16.0
gene-PA1092,host,fliC,,,,,,,,,,,,
gene-PA3234,host,gene-PA3234,150.0,681.0,228.0,93.0,279.0,178.0,64.0,109.0,330.0,65.0,86.0,82.0
gene-PA4724,host,gene-PA4724,306.0,390.0,496.0,373.0,926.0,806.0,353.0,620.0,585.0,357.0,430.0,674.0
gene-PA3068,host,gdhB,,,,,3621.0,,,1630.0,,,2162.0,
gene-PA2431,host,gene-PA2431,118.0,186.0,198.0,97.0,160.0,105.0,54.0,107.0,136.0,62.0,96.0,130.0
gene-PA1143,host,gene-PA1143,24.0,33.0,23.0,11.0,29.0,27.0,14.0,12.0,17.0,11.0,12.0,19.0
gene-PA3470,host,gene-PA3470,227.0,293.0,335.0,186.0,490.0,426.0,225.0,343.0,371.0,217.0,316.0,377.0
gene-PA4213,host,phzD1,9.0,13.0,6.0,7.0,19.0,1.0,3.0,6.0,2.0,1.0,6.0,2.0
gene-PA4459,host,gene-PA4459,1738.0,2570.0,2603.0,,,,,,,,2248.0,
gene-PA4691,host,gene-PA4691,151.0,291.0,260.0,92.0,162.0,131.0,84.0,154.0,115.0,92.0,100.0,121.0
gene-PA0803,host,gene-PA0803,71.0,123.0,67.0,52.0,80.0,48.0,122.0,62.0,151.0,63.0,156.0,207.0
gene-PA2042,host,gene-PA2042,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gene-PA2575,host,gene-PA2575,1205.0,809.0,1369.0,,,706.0,,,652.0,1662.0,,878.0
gene-PA3067,host,gene-PA3067,75.0,173.0,156.0,91.0,158.0,157.0,51.0,88.0,91.0,62.0,81.0,83.0
gene-PA1855,host,gene-PA1855,46.0,31.0,28.0,27.0,28.0,24.0,35.0,31.0,28.0,29.0,22.0,36.0
gene-PA0407,host,gshB,,,2484.0,1253.0,3311.0,1255.0,1293.0,,2086.0,1411.0,,2258.0
gene-PA1692,host,gene-PA1692,37.0,42.0,45.0,32.0,28.0,38.0,22.0,24.0,72.0,28.0,32.0,41.0
gene-PA4183,host,gene-PA4183,192.0,2635.0,280.0,726.0,2253.0,102.0,188.0,1305.0,163.0,146.0,357.0,94.0
gene-PA5076,host,gene-PA5076,1052.0,641.0,630.0,835.0,2689.0,1683.0,820.0,1558.0,871.0,916.0,1214.0,1474.0
gene-PA3826,host,gene-PA3826,259.0,301.0,522.0,418.0,825.0,600.0,289.0,481.0,316.0,367.0,408.0,483.0
gene-PA1476,host,ccmB,658.0,573.0,590.0,762.0,1300.0,837.0,549.0,937.0,514.0,533.0,636.0,704.0
gene-PA1542,host,gene-PA1542,121.0,350.0,238.0,433.0,603.0,303.0,189.0,472.0,140.0,133.0,200.0,172.0
gene-PA1294,host,rnd,639.0,820.0,536.0,761.0,2014.0,1334.0,697.0,1167.0,913.0,718.0,877.0,1162.0
gene-PA1783,host,nasA,22.0,23.0,24.0,23.0,33.0,18.0,25.0,12.0,14.0,13.0,13.0,18.0
gene-PA2626,host,trmU,1840.0,2481.0,1990.0,,,,,,1876.0,,2391.0,2375.0
gene-PA1634,host,kdpB,102.0,93.0,145.0,49.0,72.0,46.0,23.0,40.0,31.0,48.0,35.0,23.0
gene-PA5327,host,gene-PA5327,80.0,166.0,109.0,54.0,106.0,78.0,39.0,67.0,56.0,45.0,67.0,55.0
gene-PA0240,host,gene-PA0240,116.0,230.0,158.0,89.0,151.0,87.0,74.0,82.0,101.0,83.0,116.0,88.0
gene-PA3936,host,gene-PA3936,88.0,101.0,59.0,53.0,69.0,44.0,47.0,31.0,46.0,52.0,47.0,36.0
gene-PA3567,host,gene-PA3567,289.0,822.0,494.0,225.0,713.0,307.0,154.0,421.0,292.0,163.0,361.0,347.0
gene-PA0413,host,chpA,,,,,,,,,,,,
gene-PA5059,host,gene-PA5059,221.0,419.0,249.0,222.0,495.0,200.0,120.0,217.0,155.0,122.0,186.0,156.0
gene-PA5387,host,cdhC,21.0,28.0,24.0,12.0,21.0,17.0,11.0,9.0,16.0,12.0,9.0,4.0
gene-PA1741,host,gene-PA1741,261.0,542.0,520.0,300.0,685.0,407.0,261.0,396.0,310.0,231.0,312.0,320.0
gene-PA5361,host,phoR,157.0,388.0,247.0,122.0,270.0,164.0,197.0,176.0,137.0,228.0,210.0,212.0
gene-PA4488,host,gene-PA4488,790.0,856.0,1200.0,749.0,632.0,677.0,658.0,611.0,1259.0,689.0,641.0,1186.0
gene-PA4561,host,ribF,1124.0,1543.0,1930.0,1728.0,3650.0,2592.0,1496.0,2219.0,1915.0,1643.0,1908.0,2251.0
gene-PA3536,host,gene-PA3536,358.0,617.0,491.0,326.0,539.0,419.0,259.0,380.0,404.0,260.0,358.0,460.0
gene-PA3757,host,gene-PA3757,39.0,109.0,71.0,33.0,87.0,123.0,23.0,53.0,94.0,16.0,40.0,60.0
gene-PA4973,host,thiC,859.0,1011.0,1144.0,1213.0,1753.0,1408.0,641.0,982.0,978.0,568.0,678.0,1058.0
gene-PA0758,host,gene-PA0758,921.0,1011.0,702.0,994.0,2042.0,1605.0,968.0,1485.0,1468.0,982.0,1363.0,1755.0
gene-PA4285,host,recC,1414.0,2054.0,1798.0,1264.0,2722.0,2621.0,1189.0,1948.0,2229.0,1445.0,1914.0,
gene-PA2133,host,gene-PA2133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gene-PA3381,host,gene-PA3381,23.0,33.0,21.0,16.0,21.0,8.0,7.0,11.0,9.0,6.0,12.0,15.0
gene-PA1126,host,gene-PA1126,334.0,389.0,489.0,266.0,721.0,571.0,245.0,448.0,525.0,315.0,528.0,849.0
gene-PA0067,host,prlC,,,,1399.0,4058.0,2494.0,1137.0,,,,,
gene-PA1926,host,gene-PA1926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gene-PA2403,host,gene-PA2403,63.0,134.0,187.0,44.0,96.0,296.0,57.0,95.0,275.0,39.0,84.0,420.0
gene-PA3581,host,glpF,1044.0,,2381.0,494.0,822.0,1485.0,697.0,1200.0,2132.0,868.0,1454.0,1505.0
gene-PA1944,host,gene-PA1944,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
gene-PA3506,host,gene-PA3506,48.0,122.0,93.0,25.0,80.0,63.0,32.0,65.0,50.0,31.0,47.0,76.0
gene-PA2690,host,gene-PA2690,160.0,294.0,243.0,136.0,314.0,191.0,79.0,223.0,162.0,106.0,171.0,150.0
gene-PA0188,host,gene-PA0188,46.0,59.0,29.0,36.0,53.0,17.0,20.0,35.0,22.0,10.0,36.0,26.0
gene-PA3028,host,moeA2,895.0,1964.0,1244.0,568.0,1668.0,1197.0,432.0,1149.0,1187.0,531.0,1015.0,1308.0
gene-PA3885,host,tpbA,243.0,277.0,95.0,284.0,385.0,554.0,424.0,162.0,81.0,123.0,115.0,183.0
gene-PA1916,host,gene-PA1916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gene-PA3681,host,gene-PA3681,216.0,350.0,264.0,124.0,174.0,138.0,96.0,108.0,122.0,123.0,133.0,100.0
gene-PA4353,host,gene-PA4353,215.0,716.0,610.0,166.0,308.0,160.0,106.0,187.0,266.0,129.0,129.0,138.0
gene-PA0969,host,tolQ,,2175.0,2157.0,1724.0,,,,,,,,
gene-PA3142,host,gene-PA3142,592.0,1484.0,952.0,491.0,788.0,338.0,331.0,463.0,333.0,371.0,510.0,355.0
gene-PA5021,host,gene-PA5021,499.0,781.0,763.0,370.0,1004.0,641.0,379.0,733.0,895.0,440.0,754.0,699.0
gene-PA1497,host,gene-PA1497,58.0,89.0,45.0,37.0,71.0,45.0,38.0,30.0,42.0,28.0,32.0,41.0
gene-PA0880,host,gene-PA0880,13.0,41.0,15.0,10.0,17.0,4.0,10.0,10.0,5.0,6.0,6.0,6.0
gene-PA1317,host,cyoA,186.0,250.0,147.0,269.0,379.0,113.0,488.0,356.0,173.0,1060.0,509.0,328.0
gene-PA1837,host,gene-PA1837,270.0,286.0,202.0,190.0,712.0,573.0,386.0,427.0,440.0,466.0,792.0,583.0
gene-PA1628,host,gene-PA1628,130.0,364.0,164.0,83.0,228.0,80.0,63.0,93.0,81.0,79.0,134.0,98.0
gene-PA3184,host,gene-PA3184,541.0,667.0,647.0,505.0,1047.0,742.0,496.0,806.0,700.0,510.0,748.0,662.0
gene-PA3508,host,gene-PA3508,52.0,106.0,70.0,28.0,84.0,56.0,29.0,42.0,56.0,17.0,34.0,42.0
gene-PA3321,host,gene-PA3321,121.0,273.0,135.0,89.0,191.0,160.0,55.0,144.0,126.0,75.0,101.0,145.0
gene-PA0877,host,gene-PA0877,270.0,630.0,529.0,258.0,475.0,176.0,127.0,184.0,204.0,140.0,202.0,152.0
gene-PA2202,host,gene-PA2202,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gene-PA1011,host,gene-PA1011,,,,,,,,,,,,
gene-PA1499,host,gene-PA1499,32.0,49.0,26.0,31.0,43.0,25.0,18.0,29.0,21.0,27.0,16.0,21.0
gene-PA0773,host,pdxJ,546.0,826.0,705.0,420.0,991.0,974.0,592.0,854.0,1181.0,764.0,1018.0,1008.0
gene-PA1379,host,gene-PA1379,52.0,103.0,62.0,19.0,92.0,45.0,20.0,34.0,56.0,37.0,33.0,39.0
gene-PA1829,host,gene-PA1829,374.0,720.0,503.0,343.0,2900.0,2155.0,465.0,959.0,920.0,300.0,706.0,463.0
gene-PA3075,host,gene-PA3075,359.0,641.0,399.0,282.0,683.0,545.0,286.0,507.0,326.0,276.0,441.0,396.0
gene-PA3667,host,gene-PA3667,425.0,558.0,444.0,575.0,1146.0,892.0,510.0,797.0,706.0,499.0,591.0,819.0
gene-PA0976,host,gene-PA0976,1055.0,1796.0,1907.0,1587.0,2477.0,1056.0,840.0,1812.0,901.0,1198.0,988.0,627.0
gene-PA2851,host,efp,,,,,,,,,,,,
gene-PA3760,host,gene-PA3760,197.0,524.0,371.0,161.0,415.0,228.0,86.0,205.0,397.0,77.0,189.0,302.0
gene-PA4221,host,fptA,123.0,216.0,187.0,85.0,159.0,120.0,65.0,131.0,125.0,79.0,118.0,117.0
gene-PA0335,host,gene-PA0335,507.0,808.0,767.0,444.0,979.0,545.0,335.0,651.0,598.0,290.0,499.0,494.0
gene-PA0723,host,coaB,798.0,973.0,949.0,644.0,961.0,515.0,513.0,588.0,407.0,584.0,642.0,542.0
gene-PA4591,host,gene-PA4591,67.0,95.0,83.0,55.0,76.0,86.0,27.0,60.0,87.0,45.0,62.0,68.0
gene-PA0379,host,gene-PA0379,227.0,224.0,281.0,166.0,567.0,265.0,144.0,276.0,293.0,153.0,252.0,233.0
gene-PA0400,host,gene-PA0400,889.0,1189.0,942.0,586.0,1467.0,1061.0,524.0,949.0,906.0,575.0,933.0,964.0
gene-PA5041,host,pilP,1488.0,,2181.0,,,1026.0,1378.0,,997.0,1275.0,2236.0,2198.0
gene-PA4309,host,pctA,1060.0,,,561.0,1739.0,745.0,453.0,559.0,467.0,668.0,755.0,605.0
gene-PA5189,host,gene-PA5189,257.0,557.0,401.0,187.0,406.0,336.0,161.0,301.0,336.0,201.0,340.0,336.0
gene-PA4669,host,ipk,,,,,,,,,,,,
gene-PA4809,host,fdhE,605.0,456.0,900.0,602.0,830.0,1016.0,319.0,631.0,424.0,253.0,383.0,632.0
gene-PA2262,host,gene-PA2262,289.0,758.0,480.0,588.0,453.0,110.0,101.0,87.0,41.0,62.0,39.0,23.0
gene-PA5468,host,gene-PA5468,208.0,506.0,357.0,163.0,305.0,139.0,141.0,190.0,155.0,159.0,203.0,161.0
gene-PA3475,host,pheC,261.0,280.0,217.0,184.0,458.0,268.0,139.0,216.0,259.0,112.0,181.0,203.0
gene-PA1389,host,gene-PA1389,129.0,339.0,188.0,154.0,308.0,150.0,99.0,209.0,173.0,74.0,156.0,130.0
gene-PA1112,host,gene-PA1112,500.0,978.0,541.0,962.0,1357.0,666.0,516.0,934.0,534.0,456.0,542.0,402.0
gene-PA0420,host,bioA,497.0,981.0,621.0,262.0,1143.0,692.0,325.0,697.0,697.0,423.0,768.0,606.0
gene-PA3139,host,gene-PA3139,,2354.0,1825.0,1812.0,,,,,,,,
gene-PA3897,host,gene-PA3897,107.0,194.0,120.0,77.0,130.0,72.0,53.0,87.0,76.0,60.0,63.0,87.0
gene-PA4141,host,gene-PA4141,,2993.0,627.0,,2439.0,383.0,,1358.0,284.0,,1470.0,371.0
gene-PA3670,host,gene-PA3670,214.0,347.0,240.0,163.0,355.0,214.0,83.0,199.0,225.0,119.0,225.0,267.0
gene-PA0209,host,gene-PA0209,36.0,120.0,45.0,56.0,90.0,23.0,22.0,51.0,25.0,13.0,25.0,13.0
gene-PA0200,host,gene-PA0200,1007.0,2525.0,2572.0,112.0,183.0,76.0,101.0,79.0,252.0,530.0,499.0,128.0
gene-PA4469,host,gene-PA4469,51.0,94.0,73.0,37.0,119.0,42.0,44.0,72.0,99.0,23.0,51.0,83.0
gene-PA3163,host,cmk,1417.0,1301.0,1128.0,1300.0,1613.0,1226.0,1252.0,1540.0,1925.0,1234.0,1953.0,2095.0
gene-PA3455,host,gene-PA3455,706.0,,2668.0,600.0,1248.0,572.0,256.0,590.0,954.0,320.0,608.0,477.0
gene-PA4365,host,gene-PA4365,271.0,1913.0,87.0,,,22.0,430.0,1502.0,278.0,279.0,116.0,30.0
gene-PA0905.3,host,gene-PA0905.3,446.0,855.0,906.0,633.0,1052.0,947.0,372.0,952.0,344.0,595.0,602.0,651.0
gene-PA0385,host,gene-PA0385,110.0,147.0,217.0,192.0,413.0,273.0,118.0,280.0,199.0,151.0,194.0,238.0
gene-PA0051,host,phzH,56.0,86.0,62.0,40.0,92.0,57.0,31.0,65.0,43.0,31.0,46.0,65.0
gene-PA1148,host,toxA,52.0,126.0,110.0,46.0,150.0,92.0,36.0,92.0,88.0,51.0,95.0,77.0
gene-PA0319,host,gene-PA0319,630.0,752.0,827.0,703.0,1554.0,1011.0,480.0,1110.0,766.0,503.0,684.0,701.0
gene-PA0408,host,pilG,,,,,,1906.0,,,,,,
gene-PA5246,host,gene-PA5246,375.0,652.0,547.0,364.0,693.0,402.0,249.0,441.0,351.0,275.0,427.0,394.0
gene-PA2853,host,oprI,,,,,,,,,,,,
gene-PA0076,host,gene-PA0076,185.0,163.0,349.0,156.0,182.0,159.0,127.0,124.0,245.0,146.0,150.0,414.0
gene-PA4401,host,gene-PA4401,410.0,632.0,472.0,350.0,727.0,673.0,305.0,470.0,443.0,348.0,448.0,560.0
gene-PA4842,host,gene-PA4842,,,,,,1773.0,993.0,2341.0,1994.0,1209.0,,1607.0
gene-PA0405,host,gene-PA0405,753.0,1360.0,1278.0,763.0,1567.0,875.0,501.0,1029.0,854.0,568.0,971.0,695.0
gene-PA4482,host,gatC,974.0,920.0,1055.0,1202.0,2640.0,1908.0,1071.0,1442.0,1095.0,1131.0,1497.0,1704.0
gene-PA2480,host,gene-PA2480,416.0,1027.0,777.0,556.0,1178.0,767.0,352.0,754.0,802.0,295.0,533.0,644.0
gene-PA1565,host,gene-PA1565,369.0,445.0,556.0,443.0,927.0,476.0,304.0,569.0,368.0,259.0,441.0,374.0
gene-PA4729,host,panB,915.0,813.0,798.0,866.0,2348.0,1643.0,898.0,1624.0,1260.0,815.0,1388.0,1609.0
gene-PA1931,host,gene-PA1931,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
