Geneid,Entity,Symbol,5_R1,5_R2,15_R1,15_R2,35_R1,35_R2
gene-PA4392,host,gene-PA4392,3.0,2.0,0.0,1.0,3.0,1.0
gene-PHIKZ201,phage,gene-PHIKZ201,14.0,14.0,,,,
gene-PA1700,host,gene-PA1700,8.0,2.0,2.0,1.0,0.0,0.0
gene-PA1607,host,gene-PA1607,7.0,5.0,5.0,4.0,2.0,10.0
gene-PA1352,host,gene-PA1352,4.0,5.0,2.0,2.0,0.0,4.0
gene-PA2122,host,gene-PA2122,11.0,7.0,3.0,6.0,3.0,6.0
gene-PA4539,host,gene-PA4539,12.0,10.0,5.0,9.0,4.0,9.0
gene-PA4624,host,gene-PA4624,17.0,10.0,3.0,14.0,3.0,12.0
gene-PA0810,host,gene-PA0810,5.0,8.0,1.0,3.0,1.0,1.0
gene-PA1637,host,kdpE,10.0,7.0,1.0,3.0,2.0,3.0
gene-PA1908,host,gene-PA1908,6.0,4.0,2.0,5.0,2.0,3.0
gene-PA0091,host,vgrG1,17.0,,3.0,14.0,4.0,19.0
gene-PA3580,host,gene-PA3580,34.0,11.0,9.0,10.0,3.0,3.0
gene-PHIKZ_p67,phage,gene-PHIKZ_p67,4.0,4.0,8.0,10.0,2.0,19.0
gene-PA2130,host,cupA3,16.0,13.0,3.0,9.0,2.0,6.0
gene-PA4837,host,gene-PA4837,21.0,20.0,15.0,21.0,2.0,20.0
gene-PHIKZ040,phage,gene-PHIKZ040,26.0,25.0,,,,
gene-PHIKZ063,phage,gene-PHIKZ063,14.0,13.0,,,,
gene-PA1220,host,gene-PA1220,8.0,12.0,2.0,4.0,0.0,9.0
gene-PA5530,host,gene-PA5530,,,,,7.0,
gene-PA1544,host,anr,34.0,22.0,7.0,4.0,7.0,3.0
gene-PA2877,host,gene-PA2877,3.0,5.0,3.0,1.0,1.0,5.0
gene-PA2055,host,gene-PA2055,4.0,3.0,3.0,5.0,0.0,3.0
gene-PHIKZ_p64,phage,gene-PHIKZ_p64,22.0,20.0,,,,
gene-PA5439,host,gene-PA5439,17.0,14.0,4.0,14.0,3.0,12.0
gene-PA5132,host,gene-PA5132,11.0,13.0,5.0,,1.0,9.0
gene-PA0858,host,gene-PA0858,14.0,19.0,11.0,7.0,2.0,5.0
gene-PA2007,host,maiA,6.0,3.0,2.0,1.0,1.0,2.0
gene-PA1676,host,gene-PA1676,0.0,6.0,0.0,0.0,1.0,0.0
gene-PA2155,host,gene-PA2155,4.0,4.0,2.0,4.0,0.0,5.0
gene-PA0853,host,gene-PA0853,4.0,7.0,1.0,2.0,3.0,5.0
gene-PA2319,host,gene-PA2319,9.0,12.0,6.0,5.0,0.0,5.0
gene-PA3350,host,gene-PA3350,28.0,23.0,9.0,8.0,3.0,4.0
gene-PA1215,host,gene-PA1215,8.0,9.0,1.0,4.0,2.0,15.0
gene-PA5405,host,gene-PA5405,7.0,3.0,2.0,2.0,3.0,2.0
gene-PA0645,host,gene-PA0645,0.0,1.0,1.0,3.0,1.0,3.0
gene-PA3705,host,wspD,17.0,7.0,3.0,12.0,0.0,5.0
gene-PA4697,host,gene-PA4697,11.0,13.0,1.0,5.0,2.0,4.0
gene-PA2954,host,gene-PA2954,4.0,12.0,1.0,2.0,3.0,2.0
gene-PA1478,host,gene-PA1478,5.0,2.0,0.0,2.0,0.0,1.0
gene-PA1308,host,gene-PA1308,8.0,8.0,1.0,5.0,1.0,5.0
gene-PA0674,host,vreA,7.0,9.0,3.0,2.0,0.0,12.0
gene-PA3637,host,pyrG,,,,,,16.0
gene-PA3338,host,gene-PA3338,8.0,4.0,5.0,2.0,2.0,1.0
gene-PA1806,host,fabI,3.0,5.0,0.0,3.0,2.0,3.0
gene-PA5297,host,poxB,13.0,14.0,7.0,11.0,4.0,13.0
gene-PA5432,host,gene-PA5432,1.0,4.0,2.0,3.0,1.0,4.0
gene-PA4049,host,gene-PA4049,14.0,12.0,8.0,11.0,1.0,1.0
gene-PA4856,host,retS,,,6.0,,4.0,
gene-PA1479,host,ccmE,19.0,8.0,5.0,6.0,2.0,5.0
gene-PA1735,host,gene-PA1735,10.0,3.0,4.0,4.0,1.0,4.0
gene-PA2088,host,gene-PA2088,2.0,5.0,0.0,3.0,0.0,3.0
gene-PA3642,host,rnhB,6.0,4.0,1.0,2.0,1.0,4.0
gene-PA0617,host,gene-PA0617,1.0,4.0,1.0,2.0,1.0,3.0
gene-PA5408,host,gene-PA5408,4.0,3.0,2.0,1.0,0.0,0.0
gene-PA2079,host,gene-PA2079,7.0,5.0,0.0,5.0,0.0,5.0
gene-PA1891,host,gene-PA1891,2.0,1.0,0.0,1.0,0.0,1.0
gene-PA1504,host,gene-PA1504,11.0,15.0,9.0,2.0,1.0,4.0
gene-PA1781,host,nirB,12.0,13.0,6.0,19.0,2.0,12.0
gene-PA1920,host,nrdD,12.0,15.0,4.0,10.0,2.0,15.0
gene-PA1369,host,gene-PA1369,11.0,7.0,9.0,7.0,1.0,5.0
gene-PA3625,host,surE,24.0,22.0,11.0,9.0,3.0,10.0
gene-PA4752,host,ftsJ,10.0,15.0,3.0,6.0,2.0,4.0
gene-PA5130,host,gene-PA5130,14.0,18.0,7.0,7.0,3.0,3.0
gene-PA4026,host,gene-PA4026,11.0,6.0,1.0,2.0,3.0,0.0
gene-PA3085,host,gene-PA3085,14.0,7.0,1.0,2.0,0.0,0.0
gene-PA4020,host,mpl,24.0,10.0,6.0,,5.0,7.0
gene-PA4715,host,gene-PA4715,20.0,6.0,7.0,11.0,5.0,10.0
gene-PA2294,host,gene-PA2294,5.0,5.0,2.0,8.0,2.0,1.0
gene-PA1977,host,gene-PA1977,4.0,6.0,1.0,2.0,0.0,0.0
gene-PA5165,host,gene-PA5165,25.0,22.0,9.0,17.0,6.0,12.0
gene-PA3385,host,amrZ,29.0,30.0,,13.0,6.0,12.0
gene-PA1557,host,ccoN2,24.0,18.0,11.0,9.0,3.0,12.0
gene-PA3557,host,arnE,3.0,4.0,0.0,0.0,0.0,4.0
gene-PA0014,host,gene-PA0014,4.0,3.0,1.0,4.0,0.0,1.0
gene-PA2657,host,gene-PA2657,6.0,8.0,4.0,6.0,1.0,0.0
gene-PA0544,host,gene-PA0544,15.0,9.0,1.0,7.0,2.0,3.0
gene-PA0933,host,ygcA,16.0,10.0,3.0,3.0,4.0,4.0
gene-PA1004,host,nadA,26.0,20.0,4.0,8.0,4.0,8.0
gene-PA0647,host,gene-PA0647,3.0,7.0,1.0,0.0,2.0,2.0
gene-PA1872,host,gene-PA1872,8.0,3.0,1.0,6.0,0.0,4.0
gene-PA1625,host,gene-PA1625,6.0,3.0,1.0,10.0,0.0,7.0
gene-PA3382,host,phnE,6.0,8.0,2.0,9.0,0.0,2.0
gene-PA1364,host,gene-PA1364,3.0,8.0,2.0,1.0,1.0,2.0
gene-PA2317,host,gene-PA2317,18.0,10.0,3.0,7.0,3.0,5.0
gene-PA4938,host,purA,,35.0,,25.0,7.0,15.0
gene-PA0922.1,host,gene-PA0922.1,,,,,,
gene-PA4053,host,ribE,34.0,30.0,,16.0,3.0,9.0
gene-PA3110,host,gene-PA3110,19.0,13.0,1.0,4.0,3.0,12.0
gene-PA1164,host,gene-PA1164,10.0,9.0,3.0,3.0,2.0,6.0
gene-PA2178,host,gene-PA2178,5.0,7.0,3.0,1.0,1.0,5.0
gene-PA4817,host,gene-PA4817,10.0,16.0,1.0,5.0,1.0,5.0
gene-PHIKZ_p66,phage,gene-PHIKZ_p66,3.0,1.0,14.0,12.0,0.0,
gene-PA4656,host,gene-PA4656,11.0,12.0,5.0,5.0,3.0,8.0
gene-PA1446,host,fliP,3.0,9.0,4.0,5.0,2.0,3.0
gene-PA2203,host,gene-PA2203,6.0,3.0,1.0,3.0,1.0,1.0
gene-PA2310,host,gene-PA2310,4.0,6.0,2.0,3.0,0.0,7.0
gene-PA2795,host,gene-PA2795,15.0,7.0,3.0,8.0,1.0,4.0
gene-PA2914,host,gene-PA2914,7.0,6.0,4.0,5.0,1.0,1.0
gene-PA2779,host,gene-PA2779,3.0,4.0,4.0,6.0,1.0,0.0
gene-PA1397,host,gene-PA1397,7.0,11.0,0.0,2.0,0.0,2.0
gene-PA4639,host,gene-PA4639,31.0,20.0,,16.0,,11.0
gene-PA2296,host,gene-PA2296,11.0,3.0,2.0,11.0,2.0,7.0
gene-PA4947,host,amiB,,,,,6.0,11.0
gene-PA1688,host,gene-PA1688,17.0,12.0,3.0,12.0,5.0,4.0
gene-PA0925,host,gene-PA0925,6.0,3.0,0.0,0.0,0.0,2.0
gene-PA1251,host,gene-PA1251,17.0,13.0,4.0,11.0,2.0,7.0
gene-PA5347,host,gene-PA5347,6.0,1.0,4.0,2.0,1.0,5.0
gene-PA2826,host,gene-PA2826,4.0,5.0,1.0,6.0,0.0,5.0
gene-PA0052,host,gene-PA0052,6.0,7.0,1.0,1.0,1.0,9.0
gene-PA1624,host,gene-PA1624,4.0,7.0,0.0,2.0,0.0,4.0
gene-PA0258,host,gene-PA0258,4.0,7.0,1.0,1.0,0.0,2.0
gene-PA4644,host,gene-PA4644,16.0,6.0,2.0,4.0,3.0,2.0
gene-PA1697,host,gene-PA1697,37.0,20.0,13.0,9.0,3.0,6.0
gene-PA0099,host,gene-PA0099,15.0,12.0,2.0,7.0,3.0,11.0
gene-PA2510,host,catR,11.0,2.0,3.0,5.0,0.0,4.0
gene-PA5293,host,gene-PA5293,15.0,5.0,0.0,1.0,1.0,6.0
gene-PA0436,host,gene-PA0436,10.0,7.0,4.0,7.0,2.0,9.0
gene-PA1761,host,gene-PA1761,3.0,1.0,1.0,3.0,1.0,3.0
gene-PA2082,host,gene-PA2082,4.0,6.0,1.0,2.0,0.0,2.0
gene-PA2604,host,gene-PA2604,30.0,33.0,16.0,6.0,5.0,14.0
gene-PA2457,host,gene-PA2457,9.0,6.0,0.0,6.0,2.0,5.0
gene-PA4335,host,gene-PA4335,2.0,4.0,0.0,4.0,2.0,2.0
gene-PA4760,host,dnaJ,23.0,18.0,5.0,11.0,2.0,11.0
gene-PA5543,host,gene-PA5543,3.0,2.0,2.0,3.0,1.0,9.0
gene-PA3595,host,gene-PA3595,11.0,8.0,4.0,9.0,0.0,5.0
gene-PHIKZ295,phage,gene-PHIKZ295,10.0,7.0,,,6.0,
gene-PA2388,host,fpvR,12.0,19.0,7.0,8.0,1.0,5.0
gene-PA2664,host,fhp,3.0,5.0,3.0,3.0,0.0,4.0
gene-PA2521,host,czcB,11.0,4.0,4.0,5.0,2.0,8.0
gene-PA1519,host,gene-PA1519,3.0,10.0,3.0,6.0,1.0,6.0
gene-PA1930,host,gene-PA1930,11.0,18.0,7.0,8.0,2.0,9.0
gene-PA4853,host,fis,18.0,13.0,6.0,5.0,0.0,2.0
gene-PA2091,host,gene-PA2091,7.0,6.0,1.0,6.0,1.0,4.0
gene-PA4252,host,rplX,,,,15.0,7.0,9.0
gene-PA4851,host,gene-PA4851,36.0,26.0,8.0,19.0,7.0,12.0
gene-PA2462,host,gene-PA2462,,,,,,
gene-PA3754,host,gene-PA3754,13.0,12.0,8.0,4.0,1.0,3.0
gene-PA2202,host,gene-PA2202,3.0,3.0,0.0,2.0,0.0,1.0
gene-PA0060,host,gene-PA0060,4.0,5.0,1.0,3.0,2.0,3.0
gene-PA4571,host,gene-PA4571,16.0,7.0,3.0,9.0,2.0,8.0
gene-PA0432,host,sahH,,,,21.0,8.0,
gene-PA4873,host,gene-PA4873,25.0,21.0,3.0,7.0,2.0,9.0
gene-PA2362,host,gene-PA2362,3.0,2.0,1.0,3.0,0.0,2.0
gene-PA3089a,host,gene-PA3089a,10.0,2.0,2.0,1.0,0.0,2.0
gene-PHIKZ172,phage,gene-PHIKZ172,30.0,35.0,,,,
gene-PA4842,host,gene-PA4842,26.0,23.0,,15.0,6.0,8.0
gene-PA4368,host,gene-PA4368,8.0,5.0,2.0,6.0,2.0,6.0
gene-PA5171,host,arcA,19.0,22.0,,4.0,6.0,9.0
gene-PA1523,host,xdhB,19.0,12.0,4.0,8.0,2.0,9.0
gene-PA2356,host,msuD,7.0,7.0,1.0,1.0,1.0,3.0
gene-PA4217,host,phzS,15.0,9.0,1.0,6.0,2.0,8.0
gene-PA3767,host,gene-PA3767,10.0,4.0,5.0,7.0,2.0,7.0
gene-PA1726,host,bglX,21.0,9.0,6.0,8.0,1.0,11.0
gene-PA3898,host,gene-PA3898,9.0,4.0,3.0,3.0,2.0,3.0
gene-PA3061,host,pelD,6.0,3.0,3.0,4.0,0.0,7.0
gene-PA4494,host,roxS,22.0,13.0,6.0,6.0,3.0,7.0
gene-PA4882,host,gene-PA4882,7.0,6.0,1.0,7.0,3.0,3.0
gene-PA4808,host,selA,16.0,8.0,4.0,11.0,3.0,7.0
gene-PA0926,host,gene-PA0926,2.0,8.0,1.0,3.0,1.0,0.0
gene-PA4380,host,gene-PA4380,14.0,10.0,0.0,7.0,2.0,10.0
gene-PA2098,host,gene-PA2098,2.0,6.0,1.0,0.0,0.0,2.0
gene-PA4731,host,panD,7.0,4.0,5.0,4.0,1.0,2.0
gene-PA3969,host,gene-PA3969,16.0,10.0,0.0,9.0,2.0,2.0
gene-PA3921,host,gene-PA3921,26.0,23.0,6.0,24.0,0.0,11.0
gene-PA0686,host,gene-PA0686,2.0,6.0,1.0,2.0,4.0,9.0
gene-PA4626,host,hprA,12.0,11.0,4.0,4.0,0.0,5.0
gene-PA1592,host,gene-PA1592,14.0,14.0,11.0,17.0,,10.0
gene-PA1970,host,gene-PA1970,6.0,6.0,1.0,2.0,1.0,1.0
gene-PA1199,host,gene-PA1199,33.0,23.0,11.0,12.0,6.0,4.0
gene-PA1803,host,lon,,,,,,
gene-PA4250,host,rpsN,,,12.0,20.0,2.0,15.0
gene-PA5389,host,cdhR,9.0,8.0,1.0,6.0,4.0,9.0
gene-PA3266,host,capB,,,,,,
gene-PA1246,host,aprD,17.0,20.0,4.0,13.0,0.0,5.0
gene-PA0487,host,gene-PA0487,13.0,20.0,2.0,9.0,2.0,7.0
gene-PA2724,host,gene-PA2724,6.0,3.0,0.0,2.0,1.0,5.0
gene-PA2890,host,atuE,6.0,3.0,1.0,4.0,0.0,4.0
gene-PA1345,host,gene-PA1345,21.0,12.0,3.0,4.0,2.0,4.0
gene-PA2969,host,plsX,33.0,20.0,7.0,10.0,3.0,7.0
gene-PA0511,host,nirJ,10.0,12.0,1.0,9.0,0.0,6.0
gene-PA5138,host,gene-PA5138,10.0,10.0,1.0,11.0,3.0,3.0
gene-PA4072,host,gene-PA4072,20.0,17.0,5.0,15.0,1.0,11.0
gene-PHIKZ_p12,phage,gene-PHIKZ_p12,7.0,4.0,,12.0,3.0,
gene-PA3084,host,gene-PA3084,14.0,12.0,5.0,6.0,0.0,4.0
gene-PA3591,host,gene-PA3591,3.0,2.0,0.0,5.0,0.0,0.0
gene-PA1664,host,gene-PA1664,0.0,1.0,1.0,1.0,0.0,0.0
gene-PA4220,host,gene-PA4220,3.0,2.0,1.0,2.0,1.0,3.0
gene-PA2629,host,purB,36.0,26.0,10.0,22.0,7.0,12.0
gene-PA1075,host,gene-PA1075,4.0,7.0,2.0,,5.0,2.0
gene-PA1711,host,gene-PA1711,8.0,8.0,0.0,0.0,0.0,1.0
gene-PA1820,host,nhaB,11.0,10.0,6.0,9.0,2.0,7.0
gene-PA1941,host,gene-PA1941,20.0,21.0,5.0,14.0,2.0,9.0
gene-PHIKZ_t03,phage,gene-PHIKZ_t03,15.0,13.0,,14.0,8.0,
gene-PA0576,host,rpoD,,,,,,
gene-PA0527.1,host,rsmY,,,,,,
gene-PA4564,host,gene-PA4564,13.0,15.0,3.0,2.0,0.0,1.0
gene-PA2332,host,gene-PA2332,8.0,5.0,3.0,2.0,0.0,5.0
gene-PA0291,host,oprE,,32.0,,17.0,,7.0
gene-PHIKZ096,phage,gene-PHIKZ096,15.0,24.0,,,,
gene-PA1032,host,quiP,34.0,25.0,12.0,18.0,6.0,9.0
gene-PA1663,host,gene-PA1663,5.0,7.0,0.0,4.0,1.0,6.0
gene-PA2507,host,catA,7.0,5.0,2.0,5.0,0.0,4.0
gene-PA2537,host,gene-PA2537,11.0,6.0,1.0,3.0,0.0,2.0
gene-PA0714.1,host,phrD,,,,,,
gene-PA0626,host,gene-PA0626,10.0,6.0,1.0,3.0,1.0,3.0
gene-PA5248,host,gene-PA5248,26.0,23.0,9.0,11.0,2.0,15.0
gene-PA2267,host,gene-PA2267,5.0,12.0,4.0,1.0,1.0,3.0
gene-PA4161,host,fepG,8.0,4.0,1.0,9.0,1.0,6.0
gene-PA3608,host,potB,4.0,11.0,7.0,6.0,0.0,6.0
gene-PA2223,host,gene-PA2223,11.0,6.0,1.0,5.0,1.0,9.0
gene-PA2635,host,gene-PA2635,15.0,5.0,3.0,6.0,0.0,8.0
gene-PA0976.1,host,gene-PA0976.1,,,,,,
gene-PA1508,host,gene-PA1508,0.0,1.0,2.0,0.0,0.0,0.0
gene-PA0164,host,gene-PA0164,23.0,12.0,2.0,8.0,5.0,8.0
gene-PA2182,host,gene-PA2182,1.0,1.0,0.0,1.0,0.0,0.0
gene-PA0195.1,host,pntAB,6.0,4.0,1.0,2.0,0.0,2.0
gene-PHIKZ169,phage,gene-PHIKZ169,29.0,29.0,,5.0,,
gene-PA4522,host,ampD,4.0,4.0,1.0,4.0,2.0,5.0
gene-PA0050,host,gene-PA0050,3.0,2.0,0.0,3.0,0.0,1.0
gene-PA1118,host,gene-PA1118,12.0,3.0,2.0,4.0,0.0,10.0
gene-PHIKZ_p38,phage,gene-PHIKZ_p38,,,,,7.0,
gene-PA4690.4,host,gene-PA4690.4,,,,,,13.0
gene-PA3209,host,gene-PA3209,4.0,3.0,2.0,6.0,1.0,2.0
gene-PA4483,host,gatA,,35.0,,19.0,8.0,9.0
gene-PA2583.1,host,gene-PA2583.1,,,,,,21.0
gene-PA2717,host,cpo,5.0,7.0,1.0,1.0,1.0,6.0
gene-PA0355,host,pfpI,5.0,4.0,5.0,1.0,0.0,4.0
gene-PHIKZ186,phage,gene-PHIKZ186,,,,,,
gene-PA2881,host,gene-PA2881,4.0,6.0,2.0,4.0,0.0,2.0
gene-PA2764,host,gene-PA2764,6.0,1.0,0.0,5.0,2.0,5.0
gene-PHIKZ011,phage,gene-PHIKZ011,,,,,7.0,
gene-PA4532,host,gene-PA4532,8.0,4.0,1.0,0.0,1.0,2.0
gene-PA5560,host,atpB,,,,,,
gene-PA4581.1,host,gene-PA4581.1,0.0,0.0,3.0,0.0,0.0,1.0
gene-PA4191,host,gene-PA4191,8.0,13.0,2.0,5.0,1.0,10.0
gene-PA1701,host,gene-PA1701,6.0,4.0,0.0,0.0,0.0,1.0
gene-PA4913,host,gene-PA4913,10.0,9.0,0.0,13.0,3.0,11.0
gene-PA0175,host,gene-PA0175,17.0,17.0,3.0,12.0,1.0,8.0
gene-PA0955,host,gene-PA0955,23.0,22.0,10.0,3.0,1.0,4.0
gene-PA2946,host,gene-PA2946,12.0,6.0,1.0,3.0,2.0,6.0
gene-PA3474,host,gene-PA3474,4.0,5.0,2.0,7.0,2.0,2.0
gene-PA0029,host,gene-PA0029,8.0,13.0,1.0,6.0,2.0,12.0
gene-PA4613,host,katB,5.0,13.0,1.0,6.0,0.0,6.0
gene-PA0969,host,tolQ,27.0,,3.0,5.0,4.0,6.0
gene-PA4888,host,desB,21.0,16.0,6.0,11.0,2.0,7.0
gene-PA1995,host,gene-PA1995,7.0,2.0,2.0,6.0,0.0,1.0
gene-PA1099,host,fleR,20.0,17.0,3.0,9.0,3.0,3.0
gene-PA4915,host,gene-PA4915,14.0,13.0,6.0,18.0,3.0,11.0
gene-PA3193,host,glk,14.0,13.0,5.0,9.0,4.0,1.0
gene-PA0092,host,gene-PA0092,5.0,5.0,0.0,5.0,0.0,1.0
gene-PA4507,host,gene-PA4507,8.0,10.0,3.0,6.0,4.0,2.0
gene-PA3680,host,gene-PA3680,5.0,4.0,5.0,7.0,1.0,5.0
gene-PA4127,host,hpcG,10.0,10.0,2.0,8.0,0.0,
gene-PA0152,host,pcaQ,8.0,8.0,7.0,5.0,2.0,8.0
gene-PA0028,host,gene-PA0028,6.0,4.0,3.0,6.0,1.0,6.0
gene-PHIKZ_p46,phage,gene-PHIKZ_p46,2.0,5.0,,,,
gene-PA5231,host,gene-PA5231,26.0,22.0,7.0,16.0,3.0,11.0
gene-PA0874,host,gene-PA0874,,3.0,1.0,0.0,0.0,1.0
gene-PA5034,host,hemE,20.0,17.0,7.0,11.0,4.0,9.0
gene-PA0901,host,aruE,19.0,19.0,9.0,9.0,1.0,6.0
gene-PA5529,host,gene-PA5529,35.0,27.0,15.0,18.0,6.0,
gene-PA1143,host,gene-PA1143,1.0,1.0,1.0,2.0,1.0,1.0
gene-PA1878,host,gene-PA1878,4.0,2.0,0.0,4.0,1.0,2.0
gene-PA1921,host,gene-PA1921,1.0,4.0,1.0,0.0,0.0,2.0
gene-PA3888,host,gene-PA3888,,5.0,7.0,2.0,1.0,9.0
gene-PA3684,host,gene-PA3684,9.0,9.0,1.0,4.0,2.0,1.0
gene-PA0393,host,proC,13.0,15.0,6.0,11.0,3.0,5.0
gene-PA2863,host,lipH,5.0,4.0,1.0,2.0,1.0,2.0
gene-PA3941,host,gene-PA3941,9.0,6.0,0.0,8.0,1.0,3.0
gene-PA0861,host,gene-PA0861,24.0,18.0,8.0,15.0,3.0,
gene-PA4496,host,gene-PA4496,19.0,13.0,8.0,12.0,2.0,
gene-PA1272,host,cobO,16.0,14.0,4.0,7.0,0.0,8.0
gene-PA3582,host,glpK,26.0,22.0,11.0,17.0,4.0,9.0
gene-PA4921,host,gene-PA4921,8.0,1.0,9.0,6.0,3.0,5.0
gene-PA2231,host,pslA,24.0,19.0,3.0,8.0,4.0,9.0
gene-PA5048,host,gene-PA5048,25.0,10.0,8.0,3.0,3.0,3.0
gene-PA0210,host,mdcC,4.0,2.0,0.0,3.0,0.0,2.0
gene-PHIKZ066,phage,gene-PHIKZ066,10.0,12.0,,,,
gene-PHIKZ276,phage,gene-PHIKZ276,,,,,,
gene-PHIKZ143,phage,gene-PHIKZ143,3.0,2.0,,25.0,,
gene-PA0497,host,gene-PA0497,11.0,8.0,5.0,7.0,3.0,11.0
gene-PA0701,host,gene-PA0701,7.0,2.0,1.0,1.0,0.0,2.0
gene-PA1871,host,lasA,10.0,9.0,3.0,9.0,2.0,8.0
gene-PA0952,host,gene-PA0952,11.0,6.0,5.0,1.0,0.0,2.0
gene-PA5164,host,rmlC,18.0,8.0,6.0,5.0,2.0,10.0
gene-PA1886,host,polB,12.0,20.0,5.0,11.0,1.0,8.0
gene-PA3878,host,narX,29.0,19.0,4.0,17.0,2.0,13.0
gene-PA4594,host,gene-PA4594,2.0,2.0,0.0,1.0,1.0,2.0
gene-PA0236,host,gene-PA0236,16.0,8.0,1.0,12.0,0.0,8.0
gene-PA1462,host,gene-PA1462,26.0,14.0,12.0,13.0,2.0,4.0
gene-PA3585,host,glpM,5.0,5.0,2.0,5.0,3.0,3.0
gene-PHIKZ_p57,phage,gene-PHIKZ_p57,,28.0,,,,
gene-PA0228,host,pcaF,9.0,10.0,5.0,5.0,3.0,6.0
gene-PA2730,host,gene-PA2730,16.0,23.0,8.0,6.0,1.0,2.0
gene-PA1311,host,phnX,6.0,4.0,1.0,7.0,1.0,4.0
gene-PA2285,host,gene-PA2285,8.0,10.0,1.0,7.0,3.0,2.0
gene-PA3478,host,rhlB,10.0,7.0,7.0,12.0,1.0,10.0
gene-PA2255,host,pvcB,6.0,6.0,0.0,3.0,1.0,2.0
gene-PA0325,host,gene-PA0325,9.0,14.0,8.0,11.0,1.0,10.0
gene-PA3202,host,gene-PA3202,6.0,5.0,4.0,6.0,1.0,3.0
gene-PA3005,host,nagZ,11.0,11.0,5.0,5.0,2.0,5.0
gene-PA1513,host,gene-PA1513,7.0,4.0,4.0,5.0,1.0,7.0
gene-PA3362,host,gene-PA3362,12.0,2.0,2.0,1.0,0.0,5.0
gene-PA3409,host,gene-PA3409,4.0,9.0,2.0,10.0,0.0,6.0
gene-PA0138,host,gene-PA0138,12.0,6.0,2.0,6.0,0.0,6.0
gene-PA1821,host,gene-PA1821,28.0,23.0,8.0,6.0,6.0,4.0
gene-PA2532,host,tpx,4.0,5.0,5.0,1.0,2.0,3.0
gene-PA2650,host,gene-PA2650,4.0,2.0,3.0,3.0,4.0,3.0
gene-PA4780,host,gene-PA4780,18.0,15.0,3.0,6.0,0.0,6.0
gene-PA1709,host,popD,,33.0,4.0,13.0,2.0,5.0
gene-PA2157,host,gene-PA2157,12.0,9.0,9.0,10.0,9.0,13.0
gene-PHIKZ_p11,phage,gene-PHIKZ_p11,2.0,3.0,,11.0,7.0,
gene-PA5150,host,gene-PA5150,15.0,15.0,12.0,13.0,3.0,7.0
gene-PA0855,host,gene-PA0855,9.0,11.0,4.0,3.0,2.0,4.0
gene-PA1067,host,gene-PA1067,3.0,3.0,2.0,5.0,0.0,2.0
gene-PA2835,host,gene-PA2835,19.0,10.0,2.0,12.0,2.0,11.0
gene-PA1807,host,gene-PA1807,11.0,13.0,2.0,6.0,1.0,4.0
gene-PA1088,host,gene-PA1088,13.0,5.0,2.0,8.0,0.0,4.0
gene-PA1136,host,gene-PA1136,8.0,5.0,1.0,3.0,0.0,4.0
gene-PA0328,host,gene-PA0328,10.0,13.0,9.0,17.0,2.0,15.0
gene-PA1492,host,gene-PA1492,2.0,2.0,1.0,0.0,0.0,3.0
gene-PA3343,host,gene-PA3343,10.0,17.0,2.0,3.0,1.0,10.0
gene-PA3000,host,aroP1,12.0,22.0,5.0,8.0,2.0,14.0
gene-PA3860,host,gene-PA3860,16.0,9.0,2.0,3.0,1.0,
gene-PA4927,host,gene-PA4927,13.0,14.0,3.0,12.0,5.0,14.0
gene-PA1924,host,gene-PA1924,4.0,1.0,1.0,1.0,0.0,1.0
gene-PA5454,host,rmd,11.0,12.0,7.0,6.0,3.0,10.0
gene-PA0190,host,gene-PA0190,12.0,10.0,5.0,7.0,0.0,9.0
gene-PA2361,host,gene-PA2361,16.0,16.0,8.0,11.0,0.0,14.0
gene-PA4399,host,gene-PA4399,8.0,9.0,3.0,5.0,2.0,2.0
gene-PA0944,host,purN,15.0,10.0,1.0,2.0,2.0,7.0
gene-PA1675,host,gene-PA1675,8.0,9.0,1.0,3.0,1.0,4.0
gene-PA2640,host,nuoE,14.0,12.0,4.0,0.0,1.0,3.0
gene-PA5128,host,secB,36.0,35.0,9.0,12.0,2.0,6.0
gene-PA0359,host,gene-PA0359,12.0,9.0,2.0,3.0,1.0,0.0
gene-PA0818,host,gene-PA0818,2.0,3.0,0.0,2.0,1.0,3.0
gene-PA3929,host,cioB,20.0,5.0,3.0,6.0,0.0,11.0
gene-PA4188,host,gene-PA4188,4.0,4.0,1.0,4.0,0.0,4.0
gene-PA4502,host,gene-PA4502,14.0,12.0,4.0,8.0,4.0,14.0
gene-PA2812,host,gene-PA2812,11.0,5.0,0.0,11.0,4.0,10.0
gene-PA0255,host,gene-PA0255,10.0,15.0,4.0,5.0,1.0,5.0
gene-PA0542,host,gene-PA0542,10.0,5.0,4.0,6.0,4.0,5.0
gene-PA0233,host,gene-PA0233,11.0,7.0,5.0,7.0,4.0,4.0
gene-PA0596,host,gene-PA0596,8.0,8.0,2.0,3.0,7.0,6.0
gene-PA3809,host,fdx2,35.0,22.0,10.0,12.0,4.0,2.0
gene-PA4436,host,gene-PA4436,8.0,11.0,1.0,7.0,7.0,6.0
gene-PA0200,host,gene-PA0200,5.0,8.0,2.0,4.0,0.0,1.0
gene-PA0756,host,gene-PA0756,12.0,5.0,1.0,4.0,1.0,0.0
gene-PA1567,host,gene-PA1567,8.0,8.0,3.0,2.0,1.0,5.0
